,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-5.300204719560497e-13,0.9390383921198927,0.9805822411437983,0.006435474562022092,0.9809832275823404,0.9719492863982422,0.9385051289276297,0.9874690479512934,0.9893502554944642,0.9880035413115642,0.9803177747355691,0.9251000647165455,0.984575990316402,0.960503773286908,0.9891311113371535,0.9856662079221485,0.9840736146638247,0.9873119890925689,0.9905488118350414,0.9926616658741055
1,0.9390383921198927,2.332578574737454e-13,0.8739687077043644,0.9381514350917293,0.8595782147523696,0.9217194967392508,0.746388297372989,0.8616550285982038,0.9295066458660687,0.893134251292516,0.8563620828565598,0.6513647266999794,0.9650756960178138,0.8789367853732437,0.9090318547456299,0.9487803538485318,0.9331501195185595,0.9349774282334411,0.9094886767672845,0.948220258596038
2,0.9805822411437983,0.8739687077043644,-7.549516567451064e-14,0.9881268476821741,0.16951310871409042,0.2611543692503485,0.8528000490056641,0.23413164142619391,0.16690931844843793,0.17460808102323444,0.22184404507637423,0.8281931453869769,0.16803263880714836,0.9147659246005142,0.20694024165775926,0.16897814139569034,0.15134375451444015,0.2240603573561708,0.22499702208630257,0.20833006610349325
3,0.006435474562022092,0.9381514350917293,0.9881268476821741,2.2237767183241886e-13,0.9854876174754343,0.9897597432180005,0.9181810975120235,0.9866530500391747,0.9912412074998621,0.9863634443753022,0.9852018482092222,0.967331946081565,0.9924254273460555,0.9703331517214411,0.9777704291275194,0.9917355528292142,0.9919339674935782,0.9915028435530361,0.9843865107303189,0.9952650857428249
4,0.9809832275823404,0.8595782147523696,0.16951310871409042,0.9854876174754343,3.7048142331741474e-13,0.13601730493537978,0.9103025394071792,0.11018002477993472,0.014917584659952743,0.026108440732330318,0.09600231727434372,0.8688673995162158,0.023723821899068742,0.9528023818974898,0.054468362502614553,0.017101509076290045,0.09245407128430272,0.09127413334067103,0.1305346488815493,0.07103863018385193
5,0.9719492863982422,0.9217194967392508,0.2611543692503485,0.9897597432180005,0.13601730493537978,-1.787459069646502e-13,0.8669286353661119,0.2145213070102725,0.1311522855089351,0.1452447728238352,0.16827605192867845,0.7080483531246564,0.12373535712904116,0.7567667400165284,0.16513462431376513,0.11381990500379835,0.17933961430017809,0.13430158289248528,0.22365522184034003,0.15609522241828544
6,0.9385051289276297,0.746388297372989,0.8528000490056641,0.9181810975120235,0.9103025394071792,0.8669286353661119,1.0147438445073931e-13,0.9443941092035794,0.948607888418311,0.9339923550755108,0.9060435642049417,0.6723549372321671,0.9160580512708095,0.6386840663482156,0.8942402520013155,0.926788131619636,0.9037679650650873,0.9356806579719084,0.9044800447449701,0.9755748295389565
7,0.9874690479512934,0.8616550285982038,0.23413164142619391,0.9866530500391747,0.11018002477993472,0.2145213070102725,0.9443941092035794,-4.4164671919588727e-13,0.10350171476117886,0.10421588426740924,0.1667084905431998,0.8756468065106213,0.11796412731369321,0.942132632383934,0.10899636409120128,0.10986786549610073,0.16125582329914845,0.1636349214451478,0.153505191760144,0.14132829916289558
8,0.9893502554944642,0.9295066458660687,0.16690931844843793,0.9912412074998621,0.014917584659952743,0.1311522855089351,0.948607888418311,0.10350171476117886,-2.220446049250313e-15,0.01386516126584636,0.09114992524146481,0.9312463152794778,0.01641592346179821,0.9693307129259937,0.03585128054041253,0.006653287838790378,0.08660755637691353,0.07325404459430429,0.11183670878984453,0.051291032265563086
9,0.9880035413115642,0.893134251292516,0.17460808102323444,0.9863634443753022,0.026108440732330318,0.1452447728238352,0.9339923550755108,0.10421588426740924,0.01386516126584636,-2.262634524186069e-13,0.0986889218627206,0.931461279610836,0.03279913799275791,0.9594602350369236,0.031409148861994085,0.021508448847187722,0.1002846883006967,0.0816894735716095,0.11315415019023767,0.0621293899913683
10,0.9803177747355691,0.8563620828565598,0.22184404507637423,0.9852018482092222,0.09600231727434372,0.16827605192867845,0.9060435642049417,0.1667084905431998,0.09114992524146481,0.0986889218627206,-3.481659405224491e-13,0.8139800866776885,0.10856672281743185,0.8704349303570829,0.1236670249301891,0.0935765498351937,0.15275822612568102,0.10247602581214643,0.18278147376765463,0.11840442718304423
11,0.9251000647165455,0.6513647266999794,0.8281931453869769,0.967331946081565,0.8688673995162158,0.7080483531246564,0.6723549372321671,0.8756468065106213,0.9312463152794778,0.931461279610836,0.8139800866776885,-6.927791673660977e-14,0.866554024200118,0.6221989867500434,0.9534547468594156,0.8802039048274339,0.838506912077797,0.8705056599593225,0.9276085141592596,0.9255866367696585
12,0.984575990316402,0.9650756960178138,0.16803263880714836,0.9924254273460555,0.023723821899068742,0.12373535712904116,0.9160580512708095,0.11796412731369321,0.01641592346179821,0.03279913799275791,0.10856672281743185,0.866554024200118,7.620570841027074e-13,0.9238062809336722,0.05637098322993539,0.006549160432269607,0.07740644209965475,0.0901028939023838,0.13127900058246766,0.07085500964944125
13,0.960503773286908,0.8789367853732437,0.9147659246005142,0.9703331517214411,0.9528023818974898,0.7567667400165284,0.6386840663482156,0.942132632383934,0.9693307129259937,0.9594602350369236,0.8704349303570829,0.6221989867500434,0.9238062809336722,-1.0813572259849025e-13,0.9450709307035604,0.9300552560381129,0.905689804379671,0.8576406061254729,0.926596387065765,0.9321658759585127
14,0.9891311113371535,0.9090318547456299,0.20694024165775926,0.9777704291275194,0.054468362502614553,0.16513462431376513,0.8942402520013155,0.10899636409120128,0.03585128054041253,0.031409148861994085,0.1236670249301891,0.9534547468594156,0.05637098322993539,0.9450709307035604,7.200906537718765e-13,0.0436246215545103,0.12642166409015854,0.10220233785175015,0.11382001156610488,0.08165637810211268
15,0.9856662079221485,0.9487803538485318,0.16897814139569034,0.9917355528292142,0.017101509076290045,0.11381990500379835,0.926788131619636,0.10986786549610073,0.006653287838790378,0.021508448847187722,0.0935765498351937,0.8802039048274339,0.006549160432269607,0.9300552560381129,0.0436246215545103,5.914158052178209e-13,0.08098669228029853,0.0744013816309207,0.1198547728085706,0.05579460996039798
16,0.9840736146638247,0.9331501195185595,0.15134375451444015,0.9919339674935782,0.09245407128430272,0.17933961430017809,0.9037679650650873,0.16125582329914845,0.08660755637691353,0.1002846883006967,0.15275822612568102,0.838506912077797,0.07740644209965475,0.905689804379671,0.12642166409015854,0.08098669228029853,-1.2390088954816747e-13,0.12273988592387886,0.17743904186272508,0.1324894972767171
17,0.9873119890925689,0.9349774282334411,0.2240603573561708,0.9915028435530361,0.09127413334067103,0.13430158289248528,0.9356806579719084,0.1636349214451478,0.07325404459430429,0.0816894735716095,0.10247602581214643,0.8705056599593225,0.0901028939023838,0.8576406061254729,0.10220233785175015,0.0744013816309207,0.12273988592387886,-4.669598041573408e-13,0.17184177038338933,0.09361301287689505
18,0.9905488118350414,0.9094886767672845,0.22499702208630257,0.9843865107303189,0.1305346488815493,0.22365522184034003,0.9044800447449701,0.153505191760144,0.11183670878984453,0.11315415019023767,0.18278147376765463,0.9276085141592596,0.13127900058246766,0.926596387065765,0.11382001156610488,0.1198547728085706,0.17743904186272508,0.17184177038338933,5.241362899255364e-13,0.14385550529198032
19,0.9926616658741055,0.948220258596038,0.20833006610349325,0.9952650857428249,0.07103863018385193,0.15609522241828544,0.9755748295389565,0.14132829916289558,0.051291032265563086,0.0621293899913683,0.11840442718304423,0.9255866367696585,0.07085500964944125,0.9321658759585127,0.08165637810211268,0.05579460996039798,0.1324894972767171,0.09361301287689505,0.14385550529198032,2.55351295663786e-15
